year,t,i_d,i_c,i_f
2025.0,0.0,-0.03065663591956539,0.0393461349233986,0.2542928381503008
2026.0,1.0,-0.012078240408323669,0.042791130661907636,0.2489698751119353
2027.0,2.0,-0.007152500468171217,0.046119280554036184,0.24322147262185756
2028.0,3.0,-0.005210653057492873,0.049313568128661986,0.2383662768812272
2029.0,4.0,-0.004295231443033095,0.05226688985421587,0.2345442747524359
2030.0,5.0,0.007234127568572685,0.054751582145273044,0.22665917750170064
2031.0,6.0,-0.0038788886406674007,0.05724755542336604,0.23058475311792806
2032.0,7.0,0.008435592734337496,0.0588324807324392,0.22343680974327892
2033.0,8.0,0.008642520337903692,0.06031322229579246,0.22367087312932354
2034.0,9.0,0.00877822646572634,0.06157139909993584,0.22399906229733005
2035.0,10.0,0.008864411049348991,0.06268445353775662,0.22412685819505537
2036.0,11.0,0.008877816341982397,0.06356681976174496,0.22476598100307923
2037.0,12.0,0.00888057346204031,0.06447488349846334,0.22462510063116584
2038.0,13.0,0.008805518080942444,0.06512283945902511,0.22544347976701903
2039.0,14.0,0.008745569792159142,0.06597944299338385,0.22503305809290486
2040.0,15.0,0.008621437707176762,0.06645685736048751,0.22577820954184852
2041.0,16.0,0.008499937491476187,0.06725977042619118,0.2255442594626936
2042.0,17.0,0.008350426529600621,0.06782252449483014,0.2257869682809973
2043.0,18.0,0.008201981180464567,0.06859640171903547,0.2254402993506434
2044.0,19.0,0.008025375062036795,0.0691036099241209,0.22581987204930593
2045.0,20.0,0.007846905129727362,0.06968604048544128,0.22594159795920957
2046.0,21.0,0.007662046927715107,0.07020974046373026,0.22609627963060913
2047.0,22.0,0.00748608415707306,0.07117102785554616,0.22540234765842365
2048.0,23.0,0.007275906071019098,0.07120778043723625,0.22666264781296883
2049.0,24.0,0.0071132819601416345,0.07259622992259429,0.22498821906552333
2050.0,25.0,0.006918410855494308,0.07303055782516522,0.22561226216078795
2051.0,26.0,0.006749834570262466,0.07336383471894486,0.22582819402057164
2052.0,27.0,0.006607597221492003,0.07451571306164563,0.22464646698850704
2053.0,28.0,0.006455260727388788,0.0751115409485689,0.2251099099156945
2054.0,29.0,0.006332797445257403,0.07535127647080715,0.2257241542036134
2055.0,30.0,0.006256812958487781,0.076427491909553,0.22468846091267913
2056.0,31.0,0.00619983102594255,0.0773814544390675,0.22454327290008086
2057.0,32.0,0.006213641626716121,0.07844005764369019,0.22374188783707818
2058.0,33.0,0.006309272910200762,0.07999980919504862,0.22237307992015012
2059.0,34.0,-0.0039656893971236964,0.08171684739105109,0.22589479698438386
2060.0,35.0,0.005909480340105725,0.08083098017738395,0.22098810120825121
2061.0,36.0,0.005588365504618225,0.08178302095812705,0.22081378720228048
2062.0,37.0,0.005372265069949327,0.08149542382328721,0.22189069623150895
2063.0,38.0,0.005244404483705666,0.08241583050211736,0.22150342043604504
2064.0,39.0,-0.002411788318457297,0.08414310205080158,0.22422650973875266
2065.0,40.0,0.0047024845604035845,0.0830127341816056,0.2209261023713578
2066.0,41.0,0.004385912868058159,0.08385020913845881,0.22060177426726602
2067.0,42.0,0.004128946952398365,0.08295059819669384,0.2225868353129041
2068.0,43.0,0.003920212416401476,0.08389058618394761,0.2223382414051192
2069.0,44.0,0.0037528936229550254,0.08449199009643096,0.2225347078586864
2070.0,45.0,0.003623889993916437,0.08466228231528392,0.2233580402220903
2071.0,46.0,0.0035470443317265456,0.08578627251166052,0.2222888652627925
2072.0,47.0,-0.0009393780035267845,0.08742802965694406,0.22277695763520622
2073.0,48.0,0.003271241565934091,0.08777957176235454,0.22026514842766734
2074.0,49.0,0.0031294876851607994,0.08897254107511014,0.21949031298743
2075.0,50.0,-0.00025418721252711116,0.08985568199956669,0.22021585598128954
2076.0,51.0,0.0028572951193762265,0.08846620068060591,0.2208831488832105
2077.0,52.0,0.0027435828591672266,0.08962439422950341,0.2200768761436202
2078.0,53.0,0.0002697789388862854,0.08920380730162576,0.22307163600149033
2079.0,54.0,0.00040708043492654247,0.09185849353884303,0.21899478069303918
2080.0,55.0,0.002396276770414646,0.09008434108037552,0.2191453630881481
2081.0,56.0,0.0005596429129997901,0.0898649944370553,0.22047515788050534
2082.0,57.0,0.000600664086532164,0.09081475291747335,0.21982836351074483
2083.0,58.0,0.002012843853191459,0.09258084364675521,0.2181988173329753
2084.0,59.0,0.0006633544972380607,0.09068432772177076,0.22024414233208592
2085.0,60.0,0.0018060179016666403,0.08998801264301473,0.2225420341453986
2086.0,61.0,0.0007704523478860618,0.09171028307251128,0.21944800505013448
2087.0,62.0,0.0008219561949994068,0.09197422090414338,0.2194344001659884
2088.0,63.0,0.0008610668026432997,0.09084988959331268,0.22208640554797296
2089.0,64.0,0.000879831097410856,0.09058273042558322,0.22191943153643934
2090.0,65.0,0.0008836250111068358,0.0909186443147306,0.2215654865533283
2091.0,66.0,0.0008801528264853266,0.09278000298422726,0.21913642571469397
2092.0,67.0,0.0008792202450381986,0.09262275358121333,0.21981086556989088
2093.0,68.0,0.0008684305860600796,0.09125375409687904,0.22121896439086483
2094.0,69.0,0.0008601656648359818,0.0937867557169735,0.2179011535553963
2095.0,70.0,0.0008455457037354741,0.08990416756400474,0.22404950534759652
2096.0,71.0,0.0008234850197787599,0.09291299951593945,0.22017578529190893
2097.0,72.0,0.0007988379701037748,0.0909886973537114,0.22249676581940678
2098.0,73.0,0.0007737131561515882,0.09476925522207794,0.21682495909572047
