year,t,i_d,i_c,i_f
2025.0,0.0,-0.02430463560184679,0.03789310936838376,0.2499076360309843
2026.0,1.0,-0.01204040156317134,0.04109357255734823,0.2470890520977306
2027.0,2.0,-0.007850039876488064,0.044193492154598765,0.24161333353625222
2028.0,3.0,-0.006004386720825723,0.04726854244245537,0.23403154111012262
2029.0,4.0,-0.005159604091682683,0.049583969397951046,0.2338477210845661
2030.0,5.0,0.007318669339456403,0.0516084662645986,0.22551878815016924
2031.0,6.0,0.008164916001147113,0.05381663989369412,0.2229193857381938
2032.0,7.0,0.008861671637060826,0.05509864828550145,0.2246078093442571
2033.0,8.0,0.009691197791598266,0.05676230354395436,0.22299600053982913
2034.0,9.0,0.010613867035091058,0.0575513283238438,0.22293197805371343
2035.0,10.0,-0.004978703083629796,0.060547087321562325,0.2244065463173522
2036.0,11.0,0.01087931601087559,0.05949738842354377,0.2207094387387831
2037.0,12.0,0.010821341541010769,0.0606567615900938,0.2172001773529029
2038.0,13.0,0.010033786184269925,0.060863659823633516,0.2236740811446262
2039.0,14.0,0.009947362605421874,0.06338637912333604,0.218378997413125
2040.0,15.0,0.009612730523334712,0.061246693653112756,0.22390274318745323
2041.0,16.0,0.009435651366545547,0.06444500754416338,0.21947841439516308
2042.0,17.0,0.009196479259315193,0.06404343693888273,0.2212835621818307
2043.0,18.0,0.009051760418849558,0.0651709900983557,0.21985126066552568
2044.0,19.0,0.008861254592591237,0.06512680332155618,0.2211672288088918
2045.0,20.0,0.008665111867192142,0.06499251963097027,0.222745869444078
2046.0,21.0,0.008547244157781186,0.06518447912747988,0.22208486985454076
2047.0,22.0,0.008312501180927261,0.06700779113107337,0.2217852103175395
2048.0,23.0,0.008089811816150755,0.06516335739694147,0.22553975162438353
2049.0,24.0,0.007940936015978445,0.06847152930308421,0.22093956951763555
2050.0,25.0,0.007726731462947996,0.06908674526059908,0.22149949270877672
2051.0,26.0,0.00755805286721298,0.068127023493118,0.2232300325793885
2052.0,27.0,0.007489258861760259,0.07066714153748396,0.21866467898677766
2053.0,28.0,0.0072874519251270595,0.07049055986695321,0.22191004445312518
2054.0,29.0,0.0071533345569923116,0.06957181838518939,0.22463121317141801
2055.0,30.0,0.007155860540562023,0.07195048067824317,0.22007784738329567
2056.0,31.0,0.007083762271192007,0.07255715124747936,0.22130418427539458
2057.0,32.0,0.0071613591315776,0.07422507977159389,0.21888414355912975
2058.0,33.0,0.007293659948379342,0.07513278157012827,0.21892589327191053
2059.0,34.0,-0.004965312361390279,0.07496386319985043,0.22507792497503107
2060.0,35.0,0.006695953704247762,0.07677687513399878,0.21483781469798396
2061.0,36.0,0.006241960840807633,0.07687442454988441,0.21638452391974203
2062.0,37.0,0.005936354738928188,0.07574329170319802,0.21785992173760627
2063.0,38.0,0.0056529830480428036,0.07478468352322461,0.22095900360158635
2064.0,39.0,0.005445624450506354,0.07636552637132114,0.21947550102702962
2065.0,40.0,0.005274293658650307,0.07683322924512126,0.21953863778613886
2066.0,41.0,0.005173188314539262,0.07939643997759163,0.2162028796433366
2067.0,42.0,0.00508807729957845,0.07817655408277409,0.21954394878857875
2068.0,43.0,0.0050672900656958805,0.07919409192572337,0.21956404743415825
2069.0,44.0,0.005154403760457641,0.08273864273764929,0.21477082358179092
2070.0,45.0,-0.0013238530621446848,0.08265356559671838,0.22004319829549665
2071.0,46.0,0.004991823019524185,0.08012733293647138,0.22191898791421324
2072.0,47.0,0.004916933550046978,0.08162639770408928,0.22086744097105904
2073.0,48.0,3.1473550447248867e-6,0.08504839893497783,0.21870147886435776
2074.0,49.0,0.00030946244339061544,0.08801142624241598,0.21301529632472851
2075.0,50.0,0.0003672904130953201,0.0864718228740574,0.21613830134798181
2076.0,51.0,0.004101567455026247,0.08292622342340546,0.21969811726923238
2077.0,52.0,0.0038892297660672592,0.08484014442437054,0.21674999427303923
2078.0,53.0,0.00022856427018873218,0.08425258184324426,0.22066109881449972
2079.0,54.0,0.0034601447123247305,0.08806559228317794,0.21092679468567369
2080.0,55.0,0.0032757937200969646,0.0870914801969603,0.21441673272960068
