year,t,i_d,i_c,i_f
2025.0,0.0,-0.02863441888104442,0.03830991213494595,0.25813716631023437
2026.0,1.0,-0.010901456095591759,0.041703646691189374,0.251744817957797
2027.0,2.0,-0.006430452643822819,0.044772360825524146,0.24856432463016553
2028.0,3.0,-0.004597590290705382,0.0482008854978487,0.2385964255538801
2029.0,4.0,0.006099303169085772,0.05087741561036571,0.2314421222634333
2030.0,5.0,-0.0030154527570065764,0.054075255297996186,0.2305554499970993
2031.0,6.0,0.00763578297565907,0.056272880484528935,0.22319603305997732
2032.0,7.0,0.007892399661719812,0.05806452840865726,0.22616488586218672
2033.0,8.0,0.008301011227966079,0.060350950404983145,0.22325448785974897
2034.0,9.0,0.008090341420762384,0.060974299964633924,0.23194232318819913
2035.0,10.0,0.008383191332957292,0.06364527099260915,0.22489423568421169
2036.0,11.0,0.00828772830765235,0.06488738845493507,0.22683488955946374
2037.0,12.0,0.008300188345127855,0.06685169952864417,0.2243390181060163
2038.0,13.0,0.008097402223799339,0.06747717991491892,0.2278328792564692
2039.0,14.0,0.008181206917316441,0.0699873724042143,0.22215688964579516
2040.0,15.0,0.008102141703707339,0.07170211379245033,0.22281413714662446
2041.0,16.0,-0.0020645687319321565,0.0742234501067037,0.22400732531923645
2042.0,17.0,0.007420401113223558,0.07308544705630028,0.2267046789471364
2043.0,18.0,0.007117359862811285,0.07397027051974654,0.22394483664427717
2044.0,19.0,0.00690916850074118,0.07649975197735313,0.2193655049327028
2045.0,20.0,0.0065380110388209315,0.07498018240177565,0.22681057000583132
2046.0,21.0,0.006444617622400215,0.07726720983526028,0.2226824848546923
2047.0,22.0,-0.0019020480038318107,0.07875410085756002,0.22911635078019607
2048.0,23.0,0.005784278050632664,0.07827107483237726,0.22481515602431498
2049.0,24.0,0.005314767647684066,0.07695507738979207,0.23116807384873236
2050.0,25.0,0.005004944285977856,0.07999344991712387,0.22716447174127202
2051.0,26.0,0.004669694355492667,0.08048523615307468,0.229213782967083
2052.0,27.0,0.004514526399870232,0.0815179458802885,0.22386153667388203
2053.0,28.0,0.004241686884997573,0.08100403501111245,0.22883259316056453
2054.0,29.0,0.00410028373786801,0.08210651387401854,0.22635058993788904
2055.0,30.0,0.004043949629594731,0.08269510324346539,0.22239880556974592
2056.0,31.0,-0.0007379176301493735,0.08277146330691627,0.22659650622274718
2057.0,32.0,0.003732610316214564,0.08391363428098673,0.2220167042373054
2058.0,33.0,-0.0003233699048614409,0.08333991654882088,0.22783551449019154
2059.0,34.0,0.003243597556192153,0.08472620810999601,0.22497921228049042
2060.0,35.0,0.0030561181485913224,0.08759909520229717,0.2205383850747467
2061.0,36.0,0.0028786684793265485,0.08697522678297277,0.22424823434610447
2062.0,37.0,0.00022410338178478612,0.08807313766185859,0.22242119791653928
2063.0,38.0,0.0003619010155468565,0.08461348121115408,0.22937730253793745
2064.0,39.0,0.0004224508358240275,0.0885672967270591,0.22236360791883256
2065.0,40.0,0.0023204323334146,0.08703560974531434,0.22177122800204296
2066.0,41.0,0.00039637643027069314,0.08725591906282495,0.2303125819635079
2067.0,42.0,0.001960908951685368,0.0897765596641492,0.2228048691797215
2068.0,43.0,0.0004238134024424681,0.08722533311301045,0.22689009215891198
2069.0,44.0,0.0017342008730031357,0.09062397258476472,0.21887893108652373
2070.0,45.0,0.0016059594077259727,0.08944906351911591,0.22637449897693512
2071.0,46.0,0.0005494004956431416,0.08709872267322812,0.23191990354263023
2072.0,47.0,0.0006119357437266423,0.08578333457860429,0.23192801309676664
2073.0,48.0,0.0006470049102539755,0.08675060011565519,0.22732962519995875
2074.0,49.0,0.0013357736221662198,0.0885005461379408,0.21998971146127197
2075.0,50.0,0.0006717304369021255,0.08986458971909925,0.22758172384795433
2076.0,51.0,0.0007031414712419625,0.08715000401147681,0.22997604640744818
2077.0,52.0,0.0007153924232696547,0.08712837042077969,0.22981793593359845
2078.0,53.0,0.0007149301175352415,0.08769734689233975,0.22876039405498572
2079.0,54.0,0.0007263381678634702,0.08952296040211181,0.22345914774018116
2080.0,55.0,0.0007159366024776088,0.08783989783785759,0.22807692263492588
2081.0,56.0,0.0006850807547150943,0.08999410858552309,0.2303812983800904
2082.0,57.0,0.0006865716007290511,0.08707467277133364,0.23069912651136312
2083.0,58.0,0.0006675238281851565,0.08819665339594666,0.22981181113163643
2084.0,59.0,0.0006349266164399344,0.09102930615308084,0.2288488614580093
2085.0,60.0,0.00061257648097887,0.08800272915019937,0.23271428363789365
2086.0,61.0,0.0006009420862605985,0.09243437059427438,0.2243912772885986
2087.0,62.0,0.0005997628235723996,0.0898515131463995,0.22702455858751863
2088.0,63.0,0.0005875611543059389,0.08931550092735464,0.23088234644848157
2089.0,64.0,0.0005841423243357052,0.08932215604336502,0.23136795991568665
2090.0,65.0,0.000571504738366607,0.09099757555646477,0.2314508517143169
2091.0,66.0,0.0005708271760199239,0.08842794998717056,0.23363858640047663
2092.0,67.0,0.0005914836343405745,0.09419178241572917,0.21965576657295025
2093.0,68.0,0.0005974318179498255,0.08843269146652567,0.23426932684989435
2094.0,69.0,0.000628616535014701,0.09197913420075851,0.2242510108093539
2095.0,70.0,0.0006388041848218747,0.08831918349084866,0.23562307789426765
2096.0,71.0,0.0006545512247418056,0.08573563809256737,0.2362028867252962
2097.0,72.0,0.0006538857725176389,0.08561034935507345,0.2343473707833366
2098.0,73.0,0.0006314596009101529,0.09173849743167199,0.23108891440708
2099.0,74.0,0.0006273468221064055,0.09197367942287724,0.2239005609249074
2100.0,75.0,0.0005566775963733567,0.08770077539545758,0.235092376843188
2101.0,76.0,0.0005734868709730701,0.08809372359760016,0.2266976329374589
2102.0,77.0,0.0005989690358107382,0.087821832393747,0.23637004253103494
2103.0,78.0,0.0005904350779177962,0.08818988441288762,0.23929186869751165
2104.0,79.0,0.0006052254678407993,0.09398856469362628,0.22040896473055513
2105.0,80.0,0.0005688278813619849,0.08421006365103792,0.232097022012996
2106.0,81.0,0.0005304869399428649,0.08762129780719305,0.2316739185513901
2107.0,82.0,0.00047386390707500385,0.10367405021703026,0.19161309041994823
2108.0,83.0,0.0006154861335128237,0.08699386144164133,0.23330593757701956
2109.0,84.0,0.0006885967418601168,0.08440594456907805,0.22720769828189263
2110.0,85.0,0.0007166853115690661,0.08324994989433711,0.22762120535338737
2111.0,86.0,0.0006733327522157556,0.08112701717167095,0.2435800377113831
2112.0,87.0,0.0005757727103157399,0.08395986448224149,0.23660532261397205
2113.0,88.0,0.0004811940763298609,0.08958184024330165,0.23048049284462466
2114.0,89.0,0.00045917837603180224,0.09140110388028311,0.19765794772748532
2115.0,90.0,0.0006503144136413266,0.08833468445076931,0.22808873270159252
2116.0,91.0,0.0005099126396746053,0.09023177705374862,0.2281069248450616
2117.0,92.0,0.0004036999167518668,0.09073146312694226,0.22279474992267986
2118.0,93.0,0.000346443952034926,0.08902434098626892,0.22791912359313196
2119.0,94.0,0.0001839995381528598,0.0910090434135217,0.2358971630114932
2120.0,95.0,-5.442326615119439e-5,0.0913611239635747,0.23406766225580428
2121.0,96.0,-0.00020095009367128002,0.08912583986661554,0.23791845215807114
2122.0,97.0,-0.0006637805494758193,0.08685241567514797,0.23701620206423452
2123.0,98.0,-0.0013953188139043103,0.09649381509007486,0.2207702954711424
2124.0,99.0,0.008330366986144649,0.09601622918886567,0.22099355292284747
2125.0,100.0,0.0042157935822013815,0.08874528386044894,0.22551699568204564
2126.0,101.0,0.0038419308438866775,0.09329383320439234,0.2236065511168464
2127.0,102.0,0.004010861621693024,0.09019104774071712,0.2366478589309493
2128.0,103.0,0.003965860835523205,0.09406884576034993,0.22547223312534648
2129.0,104.0,0.003966665086785237,0.088651003008795,0.2392273976712341
2130.0,105.0,0.003968001547685491,0.09079862906356309,0.22292293943578048
2131.0,106.0,0.003976313306099652,0.09950647375968126,0.223196157070422
2132.0,107.0,0.0039364100631286,0.08837552774445474,0.23139984618891982
2133.0,108.0,0.0038782770942793463,0.09077210137845211,0.23779038039486064
2134.0,109.0,0.003765339702393011,0.09010307415056458,0.23157616266462666
2135.0,110.0,0.00377217949009533,0.0907646813578586,0.2311282613241271
2136.0,111.0,0.00534442497911635,0.08641220601019856,0.23860033409032785
2137.0,112.0,0.006548137073485629,0.0922642793417964,0.22842896693903275
2138.0,113.0,0.009632331081336527,0.08589562909361016,0.22731505304028563
2139.0,114.0,0.00963669933373587,0.0830638540273625,0.23916055964851307
2140.0,115.0,0.00963670854942974,0.10597362893207349,0.2039662995046239
2141.0,116.0,0.009636686941445255,0.091690103634823,0.21905649120822387
2142.0,117.0,0.009636699059276402,0.08504902411137803,0.2272233197371096
2143.0,118.0,0.009636687721967619,0.08149793642634177,0.23727738995511286
2144.0,119.0,0.009636678452369504,0.08912303859174873,0.22863399335087667
2145.0,120.0,0.009636675845429134,0.0902316873219872,0.2343275484175259
2146.0,121.0,0.009636659187289532,0.09390724011670858,0.2167658901526809
2147.0,122.0,0.009636648362564868,0.0934403874575214,0.22229421237594543
2148.0,123.0,0.009636633677328121,0.09026225482549331,0.23307459587953108
2149.0,124.0,0.009636622238022972,0.08916090439350609,0.22725393444101513
2150.0,125.0,0.009636616595722451,0.09588685875576147,0.23247675246008778
2151.0,126.0,0.00963657941144266,0.0882343561867816,0.23204213119132266
2152.0,127.0,0.009636589833462335,0.09288138915776496,0.22828090662699366
2153.0,128.0,0.009636535321746182,0.09082926028845612,0.22749059662764612
2154.0,129.0,0.009636541360921808,0.0864628372201269,0.24160239845802076
2155.0,130.0,0.009636486617316448,0.0936810277997893,0.2178038638146503
2156.0,131.0,0.009636481535385167,0.0865115385176311,0.23580781772019177
2157.0,132.0,0.009636476286794505,0.08864296719155855,0.24001747339110638
2158.0,133.0,0.009636436322055787,0.09117971205799692,0.23142836629048008
2159.0,134.0,0.00963641398228687,0.08838400045132543,0.2361662548263165
2160.0,135.0,0.009636402977137437,0.08783098207425567,0.2426421943620572
2161.0,136.0,0.00963638663683355,0.09295713911501174,0.23252778551712242
2162.0,137.0,0.009636306039175233,0.09547865162228643,0.2240393836148572
2163.0,138.0,0.00963629559308206,0.09573346161801825,0.2206769041214329
2164.0,139.0,0.00963625383458841,0.09430127828754502,0.22862005785104925
2165.0,140.0,0.009636238744062539,0.09159849875893387,0.23214041104854685
2166.0,141.0,0.00963619499417628,0.08650822563758231,0.24045111343312553
2167.0,142.0,0.009636158430233886,0.09530768738725857,0.23054103859179104
2168.0,143.0,0.00963611727846403,0.09721128094701696,0.22993867301627807
2169.0,144.0,0.009636079808915624,0.09542403805956191,0.2304787555929711
2170.0,145.0,0.009636069258645309,0.08777198376093051,0.24861336330085473
2171.0,146.0,0.009636036697712983,0.08806424781381317,0.24954440233302463
2172.0,147.0,0.00963598771753413,0.09036201292723679,0.24574370226896414
2173.0,148.0,0.009635953506959437,0.09831898792286707,0.24112287051314216
2174.0,149.0,0.009635878600049769,0.09634110303620891,0.23587569044001147
2175.0,150.0,0.009635887838278165,0.09580941782494665,0.2514361708058895
2176.0,151.0,0.009635817116621176,0.08923050618429856,0.25179777955950167
2177.0,152.0,0.009635790105997044,0.09771011889406765,0.25084086645870773
2178.0,153.0,0.009635744746633883,0.08927096264654083,0.2546901297295907
2179.0,154.0,0.009635714938208752,0.10398804619094974,0.2389638246775148
2180.0,155.0,0.009635631595135127,0.101538334923348,0.24482805803580376
2181.0,156.0,0.009635538234251263,0.09972667878832488,0.24974380901900659
2182.0,157.0,0.009635492612148322,0.1020057029226947,0.24715237475613178
2183.0,158.0,0.009635581483630157,0.10013617415962155,0.25859391745037646
2184.0,159.0,0.009635570894402477,0.09802301848155796,0.26650512554568745
2185.0,160.0,0.009635541746460396,0.10383185239650665,0.26692944345416186
2186.0,161.0,0.009635360774072782,0.11167432775723354,0.2580998286250917
2187.0,162.0,0.009635197045287472,0.10060976213438427,0.2648013363137207
2188.0,163.0,0.009635209000262261,0.10364897477498382,0.27230923696265497
2189.0,164.0,0.009635316195784501,0.10891289153222555,0.271098164110374
2190.0,165.0,0.00963530084306703,0.110312636404766,0.26195740523109423
2191.0,166.0,0.009635275366096109,0.11158978344153911,0.2684093075892905
2192.0,167.0,0.009635320408012035,0.1052524629799031,0.294778029228205
2193.0,168.0,0.009635284561345618,0.11661389081795417,0.2809974795551409
2194.0,169.0,0.009635149732382789,0.11242035703663263,0.29570414103305426
2195.0,170.0,0.009635213582538505,0.11660837058795483,0.29194437032885756
2196.0,171.0,0.009635271456045204,0.1179510709542623,0.3077828649163709
2197.0,172.0,0.009634901139843511,0.12139371543723095,0.2985483702874179
2198.0,173.0,0.009634760478702929,0.10813205461936544,0.320474877205338
2199.0,174.0,0.009635153095224934,0.1309102831889523,0.30322245180075996
2200.0,175.0,0.009634334401631476,0.12747363459977576,0.31875794195592394
2201.0,176.0,0.00963434701447023,0.134890256373005,0.32741774880515423
2202.0,177.0,0.009634820768919028,0.13260421689502497,0.32974421253391656
2203.0,178.0,0.00963459297544163,0.13250351249125397,0.34939601478944227
2204.0,179.0,0.00963495752892619,0.13967093549153128,0.34544174364772345
2205.0,180.0,0.009634433892243402,0.13199445603737556,0.3609132774297653
2206.0,181.0,0.009634570156485979,0.14204171632436027,0.3796825866549407
2207.0,182.0,0.009634447378265267,0.13423135225412602,0.3674475635148779
2208.0,183.0,0.009634816733101273,0.16037148311963634,0.36396407915888523
2209.0,184.0,0.00963504737185968,0.1463685162798733,0.39888162952844225
2210.0,185.0,0.009634599863488778,0.16116825335229032,0.3968157379065143
2211.0,186.0,0.009634310507431425,0.15788530188825697,0.4245057413590262
2212.0,187.0,0.009635118588774468,0.16321606721718648,0.43181856741965785
2213.0,188.0,0.009634267312167119,0.16711189509004515,0.4479254226026513
