year,t,i_d,i_c,i_f,P_emissions,Temp,kd,kc,kf,ks,E_agg,Y_agg,C_agg,SCC,
2186,160,-0.001036853,0.069346217,0.172449833,3.497815785,3.094384807,0.008093965,0.967546588,2.402963565,0.008511051,718.2378959,3210.627699,2516.54638,3130.142274,
2187,161,0.008478201,0.073951654,0.16622277,2.843232104,3.096483497,0.006496237,0.971063928,2.411891044,0.009677244,732.5246738,3285.569164,2574.866546,3161.82302,
2188,162,0.004344967,0.07078436,0.162081428,1.689569128,3.098189436,0.003811629,0.978303851,2.414950123,0.009068545,746.1992728,3360.22919,2662.707524,3192.073338,
2189,163,0.004103695,0.071772199,0.166000319,1.630047904,3.099203177,0.003630949,0.982431356,2.414252955,0.008498134,765.9803962,3438.048502,2709.931463,3220.84502,
2190,164,0.003988508,0.071130564,0.172301061,1.61395329,3.100181206,0.003549735,0.987165256,2.416982837,0.007963601,787.0662877,3519.026334,2756.90364,3247.966516,
2191,165,0.003940664,0.068917401,0.163631195,1.620720493,3.101149578,0.00351964,0.991077786,2.424972737,0.007462691,808.2613417,3603.352466,2857.751841,3273.23034,
2192,166,0.003938284,0.073928288,0.164398315,1.638820996,3.10212201,0.003514041,0.992864027,2.425031716,0.006993287,828.4283945,3686.522868,2905.32308,3296.409908,
2193,167,0.003979817,0.072179373,0.171319836,1.655761577,3.103105303,0.003505566,0.998836495,2.425750607,0.00655341,852.4495253,3773.149977,2957.0617,3317.443485,
2194,168,0.003810071,0.071572296,0.16994772,1.645852262,3.10409876,0.003440617,1.002973121,2.432391182,0.0061412,875.4153134,3863.096202,3034.905167,3336.084634,
2195,169,0.005537554,0.070678636,0.177557851,1.697286371,3.105086271,0.003503368,1.006350999,2.437467491,0.005754919,898.8309092,3954.57753,3082.234569,3352.079794,
2196,170,0.009616059,0.074132633,0.171891546,0.404900128,3.106104643,0.000825209,1.008766213,2.448774396,0.005392934,911.2144911,4045.766352,3149.238123,3365.233461,
2197,171,0.009630187,0.075384105,0.175453818,0.049693437,3.106347583,0.0001,1.013999561,2.454572117,0.005053719,933.9959384,4141.38319,3201.860979,3375.410273,
2198,172,0.009631979,0.076987811,0.174739751,0.050328489,3.106377399,0.0001,1.019998788,2.463091838,0.00473584,961.0947911,4241.803883,3277.452128,3382.324468,
2199,173,0.009630844,0.072792937,0.175492833,0.050971657,3.106407596,0.0001,1.027017764,2.470506506,0.004437956,989.884104,4344.592988,3371.003354,3385.63368,
2200,174,0.009630674,0.080520503,0.172492767,0.051623044,3.106438179,0.0001,1.030051867,2.478138317,0.004158808,1015.732672,4448.439908,3434.370502,3385.063197,
2201,175,0.009629652,0.075712431,0.187200585,0.052282755,3.106469153,0.0001,1.039487714,2.48274969,0.003897219,1048.417822,4555.987736,3479.804172,3380.376046,
2202,176,0.009631301,0.082947778,0.187942992,0.052950897,3.106500523,0.0001,1.044301756,2.4996703,0.003652084,1077.508608,4669.203793,3536.300925,3371.219325,
2203,177,0.009633986,0.074238793,0.196675183,0.053627578,3.106532293,0.0001,1.0549745,2.516253139,0.003422368,1113.296406,4787.297482,3628.290202,3357.144947,
2204,178,0.009635439,0.080274989,0.202079111,0.054312906,3.10656447,0.0001,1.057631196,2.539283489,0.003207101,1141.879781,4907.782037,3674.12853,3337.713381,
2205,179,0.009632589,0.081595211,0.200822794,0.055006992,3.106597058,0.0001,1.065288252,2.56555998,0.003005374,1176.471929,5034.546628,3772.296388,3312.560821,
2206,180,0.009638472,0.087274368,0.197723568,0.055709948,3.106630062,0.0001,1.073627089,2.589289366,0.002816336,1212.787953,5163.660022,3861.094645,3281.152106,
2207,181,0.009638945,0.084167948,0.212085987,0.056421888,3.106663488,0.0001,1.086275843,2.609048046,0.002639189,1254.921163,5296.097981,3913.033106,3243.079832,
2208,182,0.009639966,0.087138162,0.196244948,0.057142926,3.106697341,0.0001,1.095595452,2.639784728,0.002473184,1294.582683,5435.127045,4079.491736,3197.877689,
2209,183,0.009635314,0.090841662,0.207760155,0.057873178,3.106731627,0.0001,1.106890128,2.655398118,0.002317621,1337.692754,5571.829794,4113.48738,3144.927346,
2210,184,0.009634652,0.087877216,0.223018076,0.058612762,3.106766351,0.0001,1.120653093,2.679878436,0.002171842,1385.027323,5716.927329,4165.95176,3083.93027,
2211,185,0.00963877,0.089146251,0.228852626,0.059361798,3.106801518,0.0001,1.131150243,2.715772711,0.002035233,1429.872607,5869.381716,4247.833801,3014.150994,
2212,186,0.00964031,0.098052321,0.236535087,0.060120406,3.106837135,0.0001,1.142121504,2.75451829,0.001907217,1476.636677,6027.13316,4284.831635,2934.857871,
2213,187,0.009637229,0.093292317,0.244638357,0.060888709,3.106873208,0.0001,1.159916489,2.797482514,0.001787253,1533.458772,6193.948949,4394.427295,2845.363483,
2214,188,0.009637764,0.098229247,0.252695458,0.06166683,3.106909741,0.0001,1.172746539,2.844765727,0.001674835,1585.667568,6364.573862,4455.272975,2744.797545,
2215,189,0.0096511,0.104694686,0.248588819,0.062454895,3.106946741,0.0001,1.188982348,2.896078934,0.001569488,1643.993828,6542.969149,4577.120318,2632.452779,
2216,190,0.009637453,0.108930478,0.253555333,0.063253031,3.106984214,0.0001,1.209671255,2.941166434,0.001470767,1710.221012,6725.107704,4663.388207,2507.43041,
2217,191,0.00963566,0.109302827,0.270614758,0.064061366,3.107022166,0.0001,1.232704259,2.987863619,0.001378256,1781.889162,6913.749414,4706.376281,2368.944905,
2218,192,0.009636316,0.105977771,0.276507527,0.064880032,3.107060602,0.0001,1.2547782,3.046031819,0.001291564,1854.588697,7112.167689,4839.302483,2216.06257,
2219,193,0.009635755,0.118816991,0.277623588,0.06570916,3.10709953,0.0001,1.272879607,3.105843612,0.001210324,1923.909847,7314.248366,4906.834916,2047.673879,
2220,194,0.009638495,0.119292221,0.297441175,0.066548883,3.107138956,0.0001,1.300541495,3.163293558,0.001134195,2009.68292,7525.245543,4940.039288,1862.854088,
2221,195,0.009635439,0.126643776,0.308396842,0.067399338,3.107178885,0.0001,1.327087572,3.233795487,0.001062854,2096.688762,7747.339479,4989.709572,1660.425113,
2222,196,0.009634618,0.139245519,0.293534776,0.068260661,3.107219325,0.0001,1.358171942,3.309375762,0.000996,2193.714651,7979.87542,5173.216979,1439.063757,
2223,197,0.009635458,0.141471079,0.326334299,0.069132991,3.107260281,0.0001,1.397712408,3.368714876,0.000933352,2307.588494,8214.481123,5117.011996,1197.405976,
2224,198,0.00963514,0.1312192,0.359558443,0.070016469,3.107301761,0.0001,1.436948217,3.451544338,0.000874644,2425.050642,8466.575447,5146.110718,934.3485896,
2225,199,0.009628877,0.165045888,0.32036794,0.070911237,3.107343771,0.0001,1.465800703,3.556544286,0.000819629,2529.369772,8730.581197,5370.162813,648.1260033,
2226,200,0.009689675,8.87E-18,7.60E-15,0.07181744,3.107386318,0.0001,1.520063928,3.624347348,0.000768074,2680.608431,8995.398163,8916.251103,337.1032567,
