year,t,i_d,i_c,i_f,P_emissions,Temp,kd,kc,kf,ks,E_agg,Y_agg,C_agg,SCC,
2069,44,0.01386712,0.069330563,0.217567163,20.71212698,1.898006113,0.195824969,0.785821185,3.474965757,0.004915962,72.37896455,272.87647,212.5499962,341.0421994,
2070,45,0.004306139,0.071269187,0.228356183,21.12797285,1.906705206,0.196396342,0.799606776,3.460335721,0.004606748,74.87969006,279.1078156,216.5879144,348.6968606,
2071,46,0.012604287,0.068316183,0.23483614,20.54151542,1.915578955,0.188267632,0.814228453,3.455966994,0.004316983,76.02453214,285.1417177,218.8624317,356.5003307,
2072,47,0.009335852,0.066277607,0.232830636,20.87940405,1.924206391,0.188191014,0.825597736,3.457465477,0.004045445,78.40686501,291.8408496,225.5834588,364.4598489,
2073,48,-0.00768476,0.069812652,0.228923308,20.87744576,1.932975741,0.185235875,0.83462459,3.457142389,0.003790986,80.21750459,298.4373536,232.3850632,372.5694885,
2074,49,0.016528263,0.068601246,0.21269546,17.7405342,1.941744268,0.165887635,0.846099836,3.453452713,0.011335932,79.18079179,304.0575857,237.1476819,380.8349656,
2075,50,-0.004651777,0.076910946,0.230149351,18.50755177,1.949195293,0.170337086,0.855919256,3.43582625,0.010622902,82.45075516,311.1755671,240.2471677,389.2774128,
2076,51,0.012773498,0.070825927,0.226107098,16.8605549,1.956968464,0.154955812,0.872081839,3.43444554,0.014846346,82.33138748,317.4352548,244.6134191,397.8803316,
2077,52,0.01168779,0.070286258,0.228100934,17.31830367,1.964049897,0.156935454,0.882301707,3.429640227,0.01391251,85.27982236,324.9493474,250.3605102,406.6623169,
2078,53,0.002840832,0.071905707,0.22577544,17.67278166,1.971323585,0.157888772,0.891492017,3.426846093,0.013037414,88.04748826,332.5580635,258.3289553,415.6093306,
2079,54,0.003000991,0.0751185,0.222139691,17.0978417,1.978746153,0.150758905,0.901523126,3.422197851,0.01221736,89.24810727,339.6970723,263.8421739,424.7241478,
2080,55,0.012885888,0.07254177,0.224825252,16.57477105,1.985927247,0.144230299,0.913676648,3.414661897,0.011448888,90.71075299,347.0216346,267.1385384,434.019479,
2081,56,0.009516649,0.077534017,0.230478307,17.13536622,1.992888651,0.146898952,0.922988671,3.409902163,0.010728753,94.05212514,355.2546052,271.590357,443.4983563,
2082,57,-0.000917637,0.072483113,0.230135597,17.34866481,2.000085504,0.146570763,0.935953594,3.410319391,0.010053915,97.05789249,363.6146123,281.5172651,453.1512685,
2083,58,0.006917603,0.074772478,0.229433217,16.28025045,2.007371944,0.136431515,0.943951912,3.410415859,0.011025716,97.52673133,371.2218523,285.3786709,462.9804605,
2084,59,0.0069566,0.080897494,0.22816553,16.26747071,2.014209649,0.134434767,0.953426924,3.409898968,0.010332198,100.0101101,379.7182235,290.5252806,473.0040985,
2085,60,0.008315947,0.078443294,0.23066381,16.27266767,2.021041986,0.132593576,0.967489779,3.408314682,0.009682303,102.9146412,388.5129929,296.9047402,483.2139869,
2086,61,-0.001747866,0.084291095,0.223217609,16.44517353,2.027876507,0.132063416,0.978717847,3.408984912,0.009073286,106.0273365,397.6045768,306.3178114,493.6105083,
2087,62,0.003489836,0.079824243,0.223138061,15.2866376,2.03478348,0.122001365,0.994188103,3.403161259,0.010797315,107.0598553,405.9734193,313.1865685,504.1940088,
2088,63,-0.000732254,0.081673036,0.226844083,14.9496118,2.041203868,0.117735706,1.005068755,3.397609787,0.010118164,109.2728514,414.9569604,319.0230671,514.9826822,
2089,64,0.000659285,0.082625086,0.230147191,14.05651588,2.047482704,0.109595956,1.016886122,3.395598792,0.010935838,110.5221263,423.8519673,324.1935586,525.9736391,
2090,65,0.003117233,0.084998965,0.227602825,13.42027735,2.053386441,0.103359392,1.028835532,3.396563882,0.010630911,112.3032273,433.2097157,330.8527926,537.1752069,
2091,66,0.006455564,0.082448468,0.22864234,13.14273634,2.059022958,0.099900794,1.042098411,3.395271235,0.009962227,115.0167504,443.0713366,337.9931795,548.5870437,
2092,67,0.00581902,0.085102747,0.215202774,13.29473532,2.064542907,0.099680911,1.052475752,3.394953918,0.009335603,118.5360437,453.4683764,349.8076322,560.2076577,
2093,68,0.006065084,0.081423382,0.231783185,13.37556024,2.070126696,0.098916738,1.064496402,3.3829726,0.008748393,122.1245133,463.7619014,353.1882282,572.0343317,
2094,69,0.008256535,0.085012618,0.217666393,13.49471647,2.075744431,0.098414431,1.072734882,3.386086264,0.008198119,125.5761132,474.6217361,364.5433196,584.0750379,
2095,70,-0.002313307,0.081862189,0.233202752,13.8875412,2.081412212,0.099809188,1.083535355,3.376775672,0.007682458,129.9578797,485.6515126,370.9183411,596.3259981,
2096,71,0.005661149,0.079112879,0.231424136,12.76954812,2.087244979,0.091203443,1.091058399,3.381474071,0.009979773,130.8604718,496.0895425,378.8380135,608.7903514,
2097,72,-0.001232512,0.080015546,0.226701832,12.88605634,2.092608189,0.090805523,1.095807213,3.38436509,0.009352045,134.2738456,507.6009986,390.617484,621.4847105,
2098,73,-0.004617984,0.089778438,0.225704922,12.02636216,2.098020333,0.083855157,1.101053772,3.383004726,0.010626466,135.5155106,518.4153959,395.266389,634.3986665,
2099,74,0.007266528,0.087124657,0.215296367,10.72181009,2.103071405,0.073931682,1.114255515,3.380860229,0.01481825,136.3800197,529.2652922,406.4149089,647.5515494,
2100,75,-0.001013566,0.084203647,0.229066506,11.14423396,2.107574565,0.075865651,1.124481143,3.369790213,0.013886182,141.3556686,541.6747399,413.7355798,660.951889,
2101,76,-0.002478128,0.085571187,0.214379496,10.4234322,2.112255144,0.070074826,1.13164957,3.371325777,0.014695214,143.2055518,553.5151716,428.1888475,674.5814154,
2102,77,0.006870927,0.089243823,0.227477907,9.514889475,2.116632985,0.063166585,1.13956942,3.360016687,0.016695149,144.6682834,565.0159711,427.5912,688.4569882,
2103,78,0.006211357,0.090702476,0.23156729,9.97077275,2.120629239,0.06535587,1.150145318,3.360748967,0.015645024,150.1206955,578.7554053,436.0171277,702.5942099,
2104,79,0.006040387,0.087277482,0.220299876,10.33811743,2.124816963,0.066905587,1.161350698,3.364969356,0.014660952,155.5419566,592.8307932,453.40153,716.9619619,
2105,80,0.005626973,0.085620592,0.219104696,10.67844762,2.129158973,0.068231283,1.169020169,3.359189932,0.013738778,160.6498136,606.6707643,465.4933129,731.560286,
2106,81,-0.001502023,0.090959559,0.221351054,10.96023346,2.133643921,0.069141285,1.174838426,3.352710378,0.012874609,165.5194789,620.6430765,474.4928368,746.399952,
2107,82,-0.001524654,0.091110837,0.221400508,10.15729948,2.138247219,0.063279078,1.184858283,3.348562015,0.014152075,167.9788954,634.137384,484.5058648,761.4852864,
2108,83,0.004125366,0.089953123,0.230088044,9.389542334,2.142513285,0.057761644,1.194435477,3.344699394,0.015368185,170.5398893,647.9613333,489.9646197,776.8322493,
2109,84,0.000356863,0.086356855,0.218909158,9.549299842,2.146456892,0.058002123,1.202484225,3.348577665,0.014401526,175.676616,663.3182238,510.1088932,792.444835,
2110,85,0.001688594,0.085054256,0.219278011,9.122215115,2.150467598,0.05470947,1.207003072,3.34255037,0.014102483,178.8008353,677.854682,521.2981584,808.3045973,
2111,86,-0.001375625,0.086850641,0.233824321,8.936966695,2.154298929,0.052921673,1.210143291,3.337196886,0.013215437,182.551096,692.9465567,524.7631871,824.4343353,
2112,87,0.000450779,0.088625326,0.22719358,8.244134392,2.158052455,0.048204561,1.214642745,3.344728368,0.014365746,185.0273,708.4397909,538.7589611,840.8332978,
2113,88,-0.004415394,0.094861682,0.220806326,7.901964177,2.161514991,0.045620961,1.220400574,3.346106213,0.013998867,188.8032563,724.4788996,550.5745695,857.5029997,
2114,89,0.006017884,0.087368572,0.231532225,6.715088506,2.164833816,0.038279911,1.231125466,3.341871661,0.017790543,190.6554786,739.8624352,558.6013382,874.4436209,
2115,90,-0.003163235,0.091265106,0.22291314,7.286332452,2.167654153,0.041012189,1.234856011,3.347159097,0.016671518,197.2715278,757.8581824,576.9845813,891.6772079,
2116,91,0.004321157,0.094158516,0.22083428,6.33714341,2.170714413,0.035219495,1.241703499,3.344690425,0.019153755,199.5234751,774.1605069,587.539388,909.1671159,
